,timestamp,rating,title,text,parent_asin,verified_purchase
4727848,2021-03-29 12:16:40,5.0,Great Value,Works great and as described,B075QQ8VZW,True
4728239,2021-03-28 10:37:39,5.0,Easy to use!,"So easy to use! One button with auto off. Easy to read, too.",B075QQ8VZW,True
4730394,2020-09-05 21:36:56,5.0,Worth the money,It's great!  Easy to use and accurate.,B075QQ8VZW,True
4730398,2020-04-26 21:04:32,5.0,Easy and reliable.,Super easy to use. I am not able to evaluate accuracy. But it gives adequately consistent readings for ease of use.,B075QQ8VZW,True
4730457,2020-12-16 05:49:12,5.0,Wicked dank. Even my kiddos can’t dodge it.,Super easy one button operation and really hard to get a bad read. Won’t give a reading if too far from skin and it’s as accurate as a mercury thermometer.,B075QQ8VZW,True
4730861,2020-12-08 02:12:47,1.0,Would not order this one again!,Had a hard time getting it to work! Was not consistent! Very aggravating!,B075QQ8VZW,True
4731345,2021-01-06 22:29:37,5.0,Fast accurate easy to use,I am a nurse and love that this thermometer is small enough to carry in my pocket and faster than any at work while still being accurate! My nurse buddies plan on ordering one too,B075QQ8VZW,True
4732932,2020-12-22 14:47:05,2.0,Easy to use😐,This device is very intermittent. I can have 3 people standing in front of me and it works on 2 people and no reading was available on the third person.,B075QQ8VZW,True
4733125,2021-04-15 15:03:16,1.0,Product stopped working after a very short number of uses.,"LED flashes, then goes blank and won't respond after that.",B075QQ8VZW,True
4734511,2023-04-23 16:11:12,5.0,Justo igual que la foto,"Es práctico, no demoro en llegar y trajo unas baterías.",B075QQ8VZW,True
4734711,2020-07-14 16:12:04,4.0,"Really good, but could be better","The fact they don't include a cover for the sensors and recommend keeping it i the box when not in use, shows that the little details were left out.<br />Overall its fast and accurate, just wish they would put more effort into their products. Always good, but miss the excellent mark.",B075QQ8VZW,True
4735022,2020-07-16 18:09:43,5.0,It's helping to control temperatures of Customers and Employees,The thermometer is very fast and easy to use. We do not spend a lot of time taking temperatures. During this COVID19 situation it gives us a little trust to everyone inside our business!,B075QQ8VZW,True
4735077,2021-02-16 22:44:27,4.0,Great reading,"Like the screen, hard to get the readings quickly.  Have to hold button in a specific way.",B075QQ8VZW,True
4735101,2020-11-26 21:51:22,5.0,Works well and a good deal,"Like many others we purchased this at the start of COVID to take the family’s temperature to make sure we were not getting sick.<br /><br />It is very easy to use and see, the vibration option when the temperature is read helps a lot if you have to use it on yourself.<br /><br />I found that you had to bring it closer to the forehead than described and sometimes the temperatures can be .5-1 degrees off.  But no thermometer is completely accurate for this price.",B075QQ8VZW,True
4737606,2020-09-05 00:36:10,5.0,accurate easy & quick,easy and fast,B075QQ8VZW,True
4737629,2020-09-02 00:44:35,1.0,No idea what my temperature is,"It’s easy to use but not helpful. Over 20 minutes, I took my temperature 4 times in the same location. It bounced between 97.1 and 99.5. I have no idea what my real temperature is.",B075QQ8VZW,True
4737948,2021-01-15 19:23:42,5.0,Very good love it,I love it,B075QQ8VZW,True
4738954,2020-09-17 19:30:11,5.0,Love it!,Love it!,B075QQ8VZW,True
4740526,2021-04-11 21:43:22,1.0,Don’t order as they never respond. I waited and waited,Never worked correctly. Always gives the same temperature even after using a traditional thermometer to get the correct reading.,B075QQ8VZW,True
4741542,2021-05-22 17:06:41,1.0,batteries last one day in it!,"I replaced the AAA batteries 2 times with brand new Energizer alkaline batteries, and they lasted one day!  Other than that, it's lovely - usually worries over a fever last a few days, though, so I found the battery issue to be an absolute deal breaker.  Sorry!",B075QQ8VZW,True
4741564,2020-06-24 17:44:12,5.0,Easy to use,The setup was easy and the reading was quick an accurate as far as I can tell.,B075QQ8VZW,True
4742083,2020-06-29 03:09:02,4.0,good for price,Good for the price. You must get the right angle to get it to work. When you do it is accurate.,B075QQ8VZW,True
4742364,2020-07-29 22:16:51,4.0,Convenient,Works & convenient but I do feel like sometimes it takes to long to read temp. Sometimes you have to do it 2-3 times. But overall great product,B075QQ8VZW,True
4742431,2021-01-16 01:59:53,5.0,Excellent thermometer,"Now instead of waiting minutes for temperature, we get instant results. Love it. Seems very well-built. Would recommend to anyone.",B075QQ8VZW,True
4742696,2020-09-09 14:27:13,1.0,Inaccurate readings,This item was not accurate which gave inaccurate reading. I went back to my under the tongue way to make sure I was getting the accurate temperature. It also was slow at even giving a reading when it decided to it wasn’t accurate.. I don’t advise anyone to purchase this item if it works like this one does or doesn’t work. I know I’m pasted as refund but I wanted you to know how dissatisfied and disappointed in this item.,B075QQ8VZW,True
4742772,2020-10-05 22:26:47,1.0,DON'T WASTE YOUR MONEY,"This is a garbage thermometer. Its never accurate. Its always low. Today said my daughter was 98 degrees, and the doctors office showed she was 101. DO NOT WASTE YOUR MONEY AND BUY THIS - IT IS WORTHLESS!",B075QQ8VZW,True
4742883,2020-05-25 13:20:40,5.0,"Quick result, convenient, touchless.",I like the size of it and is easy to carry in my purse so that I can check my temp prior to going to work or groceries.  It shows the temp very quickly.  Much better than an oral thermometer.  It is touchless.,B075QQ8VZW,True
4743138,2021-03-11 20:48:52,5.0,Good,Inexpensive and simple to use doesn’t have buzzers and bells reads a little bit low but consistent.,B075QQ8VZW,True
4743242,2020-07-24 19:19:29,4.0,Accuracy,Easy to use,B075QQ8VZW,True
4743456,2021-04-19 19:19:11,1.0,Not at all accurate,"This thing reads 97.7 no matter what my temperature is. I currently have a fever, verified by an oral thermometer, and it's still the same reading as it always is. It would be a great product if it worked, but it does not",B075QQ8VZW,True
4744171,2020-12-06 02:57:32,1.0,Inaccurate readings,It was very inaccurate with the readings. The battery pack to slide off was also very hard to remove. But the main issue was the inaccurate readings.<br />I returned it.<br />It was easy to use.,B075QQ8VZW,True
4744282,2020-10-04 18:05:29,1.0,Will not register above 97.3,"The thermometer I received does not work.  Unfortunately, it is too late to return it.  My husband and I both read the instructions.  We got a faulty one.  So disappointed!!",B075QQ8VZW,True
4744982,2020-10-11 03:06:10,1.0,Inaccurate and won’t refund me,"Inaccurate. I followed all directions. It kept reading 96 degrees for me and my son. It’s obviously off by a few degrees but a few degrees is detrimental when it comes to infants having fevers. The return has to be approved by the seller and they approved it, sent me a shipping label, but then never actually refunded me. Don’t waste your money.",B075QQ8VZW,True
4745511,2020-10-23 18:38:08,1.0,Completely inaccurate,Completely inaccurate. Waste of time and money. Thing always reads in the 97s when I’ve been in the 99s even on an electric oral and closer to 100 on Mercury oral. No thanks.,B075QQ8VZW,True
4745606,2023-04-23 12:45:23,5.0,Accurate and fast,I like how fast this reads a temp. Also the vibration feature is nice so you know when the temp is read. Very modern looking with a nice design.,B075QQ8VZW,True
4746352,2021-01-03 22:32:00,5.0,Good buy if still under $30 on sale,"Only good to +/- 0.5 degrees. But easy to use and read, so I use it for daily Covid monitoring and if I’m within .5deg of high, (Which is never so far fingers crossed) I swap to slower  but more accurate contact thermometer.",B075QQ8VZW,True
4747329,2021-02-13 20:05:43,5.0,Simple easy will work for you,Simple easy. Helps you to feel confident when using.  Easier is better,B075QQ8VZW,True
4747487,2021-04-05 21:55:11,5.0,Easy to use,"This thermometer was needed to replace my old oral thermometer.  With many and young grandchildren, this it the answer.",B075QQ8VZW,True
4748882,2021-03-31 10:47:31,5.0,Durable and accurate,Great product!,B075QQ8VZW,True
4748988,2020-07-29 18:46:28,4.0,Easy to use,Overall good thermometer. We do sometimes have to take temperature multiple times for accuracy.,B075QQ8VZW,True
4749830,2020-07-26 12:03:23,4.0,Quickly delivered,It’s okay but sometimes takes me a couple of times to get a reading. Could be me.,B075QQ8VZW,True
4750661,2020-12-28 19:44:03,5.0,Temp check,Works great,B075QQ8VZW,True
4751244,2020-09-30 18:16:52,5.0,Nice,"Love it, it takes a little getting used to and there’s a tiny bit of a learning curve, but I like it a lot!",B075QQ8VZW,True
4751486,2020-10-18 15:30:49,4.0,nothing to compare with,same as above,B075QQ8VZW,True
4751688,2020-12-29 23:21:51,1.0,Not accurate,Tried this thermometer on several people at different times. Always got the same 97.3 degree reading. Returned item for refund.,B075QQ8VZW,True
4751883,2021-01-14 03:01:18,5.0,Great tool to have!,"So far so good! It’s easy to use and read, but you do have to get really close to the forehead sometimes to use it.",B075QQ8VZW,True
4752615,2020-06-27 17:25:04,5.0,"Silent, fast and accurate!","Very easy to use, accurate and silent and fast! Great to be able to check someone’s temperature, who is in your care, without waking them.",B075QQ8VZW,True
4753063,2020-08-25 18:10:47,5.0,easy to use,taking my temp,B075QQ8VZW,True
4753382,2020-08-04 00:38:41,5.0,Easy and accurate,Works easily and no touching the forehead.,B075QQ8VZW,True
4753843,2023-04-12 15:36:36,4.0,Pretty good thermometer,I love the touch less aspect of this!,B075QQ8VZW,True
4753854,2020-10-15 07:57:13,1.0,Useless and harmful,The product is not reliable and when you are using it on kids you expect it to work to lie and tell you they are fine when they have a super high fever.,B075QQ8VZW,True
4754222,2021-05-01 13:07:14,5.0,"Easy to use, read and accurate!","Very easy to use, read and accurate.",B075QQ8VZW,True
4754258,2020-12-08 22:50:45,5.0,"Accurate, simple to use","Easy to use, works as expected, quick delivery",B075QQ8VZW,True
4754263,2020-12-19 19:51:10,1.0,Waste of money,"I would give this zero stars if I could.  When it worked, it was great, but now it lights up with the four lighted dashes, and the farenheit symbol, and nothing happens.  I have followed the instructions exactly.  Waste of money.",B075QQ8VZW,True
4754417,2021-01-01 03:12:37,5.0,Love it!,Good investment.,B075QQ8VZW,True
4755237,2020-11-30 23:55:57,5.0,It a great tool to have!,Worked perfect!  Great investment with everything going in the world today!,B075QQ8VZW,True
4755250,2020-07-21 17:25:44,5.0,Easy tonuse,So far so good. Very easy to use,B075QQ8VZW,True
4755627,2018-11-23 21:53:37,5.0,Easy,Easy to use and is accurate.,B075QQ8VZW,True
4756741,2021-04-15 03:36:44,1.0,Did not work,"We've used this since January. Not once has it worked. It registers our family's temperatures no higher than the 98 degree range.<br />Feeling sick right now. Pulled this out to see what my temperature is and it has read 98.4 all night.<br />Pull our old one out that you put in the ear and sure enough, I've got a fever of 100.5 degrees.<br /><br />This thing is worthless.",B075QQ8VZW,True
4756946,2020-09-02 19:34:43,5.0,Love the digital reading!,Easy to use,B075QQ8VZW,True
4757007,2021-07-05 19:42:20,5.0,Taking temperature correctly,"Take temperature correctly, and look is also nice.",B075QQ8VZW,True
4757176,2020-07-08 06:31:03,3.0,Didn’t always work quickly,"It was slow to measure. It took lots of tries to get it to read. It worked fine the first two weeks, but then there were a few times where I had to try a few times to get it to read.",B075QQ8VZW,True
4757250,2020-09-10 00:31:41,5.0,Good Purchase,Overall; good thermometer. Make sure you take temp where manufacturer suggest. Taking temp at different locations may cause variations in reading.,B075QQ8VZW,True
4757254,2020-10-12 15:21:39,1.0,Incorrect,It doesn’t work. My child was burning up and had a fever over 101 degrees and it said he was 98ish and green. I did not have a fever and it read me as the same temperature. Returning to go back to using simple cheap digital thermometer.,B075QQ8VZW,True
4758498,2020-11-30 22:41:56,4.0,Fast and easy to read,"My daughter and I unfortunately had contracted  Covid and we had to record the daily temps because of Covid and where we work, the thermometer was fast and easy to read and showed up on video records better than any other that we used",B075QQ8VZW,True
4758577,2021-02-04 20:58:37,5.0,No Touch Thermometer is great!,"It's quick and easy to use, and I feel it's accurate. Good to have in these COVID times.",B075QQ8VZW,True
4758629,2021-04-20 03:22:30,5.0,Easy to use,This is so easy to use. I’ve been in a school open face-to-face since Sept of 2020 and I check my temp a couple times each morning before I head to work.,B075QQ8VZW,True
4758824,2021-01-04 23:36:53,5.0,easy to put together,taking temp for Covid control,B075QQ8VZW,True
4758912,2020-05-25 17:01:06,5.0,Great product!,This is just what we needed for this time and place.  Thank you!,B075QQ8VZW,True
4759102,2020-10-18 22:41:08,1.0,A Waste of Money!,This was not worth the price!! A real waste of money! New AAA batteries go dead in two weeks with minimal usage! Wish I would have realized that before the return deadline expired! Frustrated and irritated!,B075QQ8VZW,True
4759693,2023-03-27 01:21:48,5.0,It tells you the temperature,It seems accurate as I’ve compared it to other thermometers I have. It does what you’d expect it to do.,B075QQ8VZW,True
4759889,2020-09-01 14:10:37,5.0,Great product for the money,This works exactly as advertised.,B075QQ8VZW,True
4760232,2021-01-21 01:21:00,5.0,Accurate and Easy to Use,"Easy to use and read.  After using a thermometer placed in the ear many years, this was much easier and faster.",B075QQ8VZW,True
4760521,2020-07-18 15:42:48,5.0,So easy to use,... only negative is that in bright light that the reading might be difficult to see,B075QQ8VZW,True
4760575,2021-02-26 14:40:50,1.0,Not accurate,Not very accurate.,B075QQ8VZW,True
4762553,2021-02-15 20:00:36,2.0,Not accurate,"I bought this product to check the temperature of my patients at work. I was very disappointed in the accuracy of this thermometer. The temperature is almost always the same on every patient at 36.1 degrees Celsius. When compared to an accurate thermometer, it was never the same. I thought it could possibly be defective, so I returned the first one I bought and exchanged it with another. I am having the same problem to again, so I will be returning this one, too.",B075QQ8VZW,True
4762685,2020-07-30 23:20:32,5.0,great,perfect,B075QQ8VZW,True
4763010,2020-12-01 18:57:08,1.0,Not worth it.,"When we received this thermometer, it read everyone in my family at 96.1-97.1. The next day it wouldn't read at all.  I checked the batteries and they were fine, then CHANGED the batteries, and it still won't work.  I literally used it for one day!  I'm the idiot who threw away the box, so I can't return it.  That's on me though. I'll just chalk it up to throwing money out the window.",B075QQ8VZW,True
4763054,2020-07-27 19:01:10,4.0,Easy to Use,I found it easy to use and so far it has been accurate compared to my old thermometer.  Makes checking your temperature a breeze!,B075QQ8VZW,True
4763539,2021-01-04 20:07:07,5.0,Very good,Very good,B075QQ8VZW,True
4763917,2020-09-18 06:04:36,5.0,Great product!,I found this infrared thermometer very easy to use and very accurate. The  unit is easy to handle and is beautifully designed! It is just the right size and not too bulky.,B075QQ8VZW,True
4764243,2021-01-07 12:36:15,2.0,Works Okay for a While,Our thermometer stopped working this month. The readings are all over the place now. We bought this in July of 2020. So we only had 6-7 months worth of use.,B075QQ8VZW,True
4764349,2021-01-21 22:59:26,4.0,So easy,It is perfect for checking temps quickly and accurately,B075QQ8VZW,True
4764737,2021-03-15 19:06:21,5.0,Very accurate,I love how fast and easy to use this is. Accurate too. My Daughter who is an RN told me to take temps with this thing on the patch of skin behind the ear and I couldn't believe how much more accurate it was than the forehead reading. Temp reads 98.2 most of the time which is much better than the 91 I got on the forehead. I have no idea why but I'll take it.,B075QQ8VZW,True
4765168,2020-08-12 23:23:33,2.0,"Sadly, it’s inaccurate",It doesn’t read our temps correctly.  Bummed as I really wanted this to work.,B075QQ8VZW,True
4765671,2020-07-27 20:02:47,5.0,Thermometer Is GREAT!,This thermometer is wonderful! Very accurate and easy to use! Super fast service too!,B075QQ8VZW,True
4765898,2020-10-06 02:17:21,1.0,Does not vibrate,"The unit I got does not vibrate when finished reading.  Cheap quality.  Looks good, but I care more that it would work.",B075QQ8VZW,True
4766740,2020-07-15 21:47:03,5.0,Very nice,This product has so far met my expectations,B075QQ8VZW,True
4766826,2021-04-04 00:47:24,1.0,Doesnt do what it says it does,It really doesnt work well at all. I hold ot to forehead and doesnt measure temp. I often have to measure using the wrist and its hit or miss if it reads temp at all. Wish I had returned it. Have only used a couple times and basically was totally ineffective when I needed it the most,B075QQ8VZW,True
4767676,2021-04-10 21:54:59,5.0,Product from future,"It’s so easy to use. Feels almost like a product from Apple Family. sleek design, simple and elegant. Less is more. Surreal!",B075QQ8VZW,True
4768079,2020-07-27 03:03:39,1.0,Money wasted,"Ordered one didn’t work, sent back<br />Got replacement one it didn’t work<br />Wasted time and money",B075QQ8VZW,True
4768294,2020-12-23 21:22:42,3.0,"Beautiful design , to be true that's all than I like about this thermometer.","I never write a review before , but I decided to start !People need to know how good or bad products .So , I wish to love this thermometer , but every time when we use it it shows different temperature .I like the design of this thermometer , but that's all .Also , I never known that it has expiration date , and it's actually has , so be sure to check it when item will drive.",B075QQ8VZW,True
4768437,2020-10-10 16:42:57,5.0,Great product!,This product is very well made. It's easy to use and accurate. I would highly recommend this thermometer!,B075QQ8VZW,True
4769144,2021-04-11 15:22:07,5.0,Excellent quality. No set up required,Like total ease of use without any complicated setup or any kind. Used for temp taking due to pandemic,B075QQ8VZW,True
4771774,2020-11-03 19:27:43,5.0,Easy to use,This is so easy to operate and tge first read out is large enough to read easily,B075QQ8VZW,True
4771860,2020-08-18 18:07:30,4.0,Accurate and simple to use,Timely delivery<br />Simple to use,B075QQ8VZW,True
4771882,2020-08-12 02:31:11,5.0,Solid Product,Product arrives timely and works as described,B075QQ8VZW,True
4772954,2020-07-15 00:51:06,5.0,"Good product, good service",Package arrived promptly. The directions were easy to follow.,B075QQ8VZW,True
4773145,2020-12-04 13:21:56,5.0,Easy to use,Works great! Love that it is touchless given our current situation regarding the pandemic. Very easy to use and feels durable.,B075QQ8VZW,True
4774160,2020-07-17 10:43:07,5.0,So easy to use,Checking your temperature everyday is now a good idea.  This thermometer is so easy to use.  Small and lightweight you can keep it handy to use often.  I recommend this as an essential item to have in your household.,B075QQ8VZW,True
4774349,2020-09-23 23:34:07,5.0,Great purchase,As advertised; accurate & easy to use.,B075QQ8VZW,True
4774353,2020-09-03 18:52:58,5.0,"Quiet reading, easy to use, accurate","Doesn't beep loudly at you - as you hold it, the thermometer slightly vibrates to alert you that the reading is done. Great for an office setting.",B075QQ8VZW,True
4775157,2020-08-04 02:24:06,5.0,Awesome!,"Is easy to use, sleek and light weight.<br />Very pleased .",B075QQ8VZW,True
4776498,2020-07-15 14:35:07,1.0,Terrible,Does not work.,B075QQ8VZW,True
4776675,2020-07-15 00:52:55,4.0,Easy to use,"Bought this to use to check staff temps at an imaging center.  Easy to use.  I like that it buzzes when the reading is done, instead of a beep.",B075QQ8VZW,True
4777110,2020-07-30 21:03:56,5.0,Easy to use thermometer,Easy to use.,B075QQ8VZW,True
4777283,2020-10-05 15:48:34,1.0,Unable to open battery cover,No instructions on how to open the battery cover.  Impossible to open and insert batteries.<br />Useless,B075QQ8VZW,True
4777588,2020-06-29 05:10:32,5.0,Quick to display temp reading.,Very easy to set up and use. Just put in the bAtteries included.,B075QQ8VZW,True
4777919,2020-08-12 18:32:37,5.0,Great thermometer,Ease of use and accuracy are most important. Plus it’s a one-step process,B075QQ8VZW,True
4778875,2020-06-21 19:05:54,5.0,Great value!,Having to check temperature daily. Works great (for the first two weeks anyway).,B075QQ8VZW,True
4779135,2020-11-29 23:01:36,2.0,Off by a degree or 2,One registers your temperature a degree or 2 higher than the digital and old school thermometer. In the time of covid - a degree or 2 is a big deal.,B075QQ8VZW,True
4779246,2021-01-04 04:57:23,5.0,Good product,Good overall product,B075QQ8VZW,True
4781966,2020-09-24 21:57:53,5.0,Looking for a reliable thermometer.,"I needed another thermometer  because the one I was using, I wasn't sure it was accurate.  I use it on myself and my<br />massage clients upon entering the sessions. It is very easy and quick to use. And easy to read. I like this one much<br />better. It is worth the money.",B075QQ8VZW,True
4782069,2020-07-31 16:33:54,1.0,"UNRELIABLE, no accuracy","This thermometer is inaccurate. The first one I received- I used my own new batteries, it gave me only 97 degrees reading when I tested my family. My own thermometer gave me themes closer to the 98.6 readings. When I complained company offered another thermometer- I gladly agreed because I wanted a no touch thermometer. Same thing happened , I followed instructions, used the enclosed batteries and tried different days and times- the reading came back with 97 . Today to document for my review i took photos notice the dramatic difference.- see photo. My own oral thermometer indicates 99.3 - maybe fever - while this no touch thermometer displays 97.7 Obviously not reliable. I  requested a return last week and still no reply  so I’m posting this review. Very disappointed and upset.",B075QQ8VZW,True
4782360,2020-08-21 23:56:23,5.0,Easiest to use!!,Very easy to use!,B075QQ8VZW,True
4783218,2021-05-04 20:33:55,5.0,Easy and fast,Very easy to use,B075QQ8VZW,True
4784108,2020-08-08 18:50:26,1.0,Look elsewhere,This product does not ready the temperature with a touch of the button. It just blinks. Do not purchase,B075QQ8VZW,True
4784183,2020-09-27 16:51:59,5.0,works fine,Easy to use,B075QQ8VZW,True
4785371,2020-11-10 14:43:41,5.0,quality,Easy to use,B075QQ8VZW,True
4785391,2021-08-03 23:18:04,1.0,Crap,Piece if crap. This company should be refunding everyone's money. Reads 97.3 over and over,B075QQ8VZW,True
4785790,2023-03-22 15:38:20,1.0,"After a couple month use, no longer accurate",After a couple months its no longer accurate. Even with new batteries. Compared it to two other thermometers at home and the reading is about 3 Fahrenheit off. My son has a fever and it registers at 97.8 while the other two thermometers reads 100.8f. Waste of money.,B075QQ8VZW,True
4785883,2020-12-17 23:38:16,1.0,Inaccurate temperature reading,Using this in our medical office and everyone's temperature reads 96.8.  Confirmed with another thermometer this is inaccurate.,B075QQ8VZW,True
4786089,2021-02-13 17:32:33,1.0,Incorrect,I wish I can say zero it’s Incorrect Thermo meter my son has 100° fever this thermometer  gives me97.1 do not waste your money And save your kids life,B075QQ8VZW,True
4786111,2020-07-17 07:08:20,5.0,Delivered quickly,"It was a thermometer, not sure what you mean by warmth?  LOL",B075QQ8VZW,True
4786131,2023-05-02 20:00:06,5.0,Temperature Ease,It seems to be very good. I like it.,B075QQ8VZW,True
4786196,2020-09-17 19:21:26,5.0,It works and it’s easy,Love it and easy to use just a heads up it’s like plastic glass so make sure you’re careful with it.,B075QQ8VZW,True
4787116,2020-09-21 18:06:38,5.0,Great price,This sale price of $39 is great for a great little thermometer. It’s been very accurate and easy to use.,B075QQ8VZW,True
4787474,2021-01-24 22:02:09,1.0,Inaccurate,"My daughter has been dealing with fevers over the last few days. I would feel her forehead and notice it was hot, check her temperature with this thermometer and get a normal read (around 98.6) and then check with an ear thermometer and get temperatures between 101 and 103 (readings which made a lot more sense given how warm she felt and how sick she was acting). I wanted to like this thermometer, but I don't feel I can trust it!",B075QQ8VZW,True
4788405,2020-08-18 23:33:41,3.0,Easy to use but not sure it’s accurate.,Not sure how accurate it is. Temperature kept changing within seconds.,B075QQ8VZW,True
4788440,2020-11-16 18:34:19,5.0,Works great,Very simple to use and read.  Occasional you have to try a couple of times.,B075QQ8VZW,True
4788767,2021-02-18 16:15:44,3.0,Accuracy,Accuracy is not good,B075QQ8VZW,True
4788914,2020-07-15 01:50:52,5.0,Great buy!,Definitely like it! Easy to use!,B075QQ8VZW,True
4788916,2020-07-15 01:50:52,5.0,Great buy!,Definitely like it! Easy to use!,B075QQ8VZW,True
4789006,2021-03-20 02:09:44,5.0,VERY FAST,"THE BEST TOOL,THANKS",B075QQ8VZW,True
4789052,2020-08-01 16:51:48,1.0,Save your money,Broke after 2 weeks of use,B075QQ8VZW,True
4789316,2020-12-10 18:41:04,5.0,"Fast, easy and accurate!!",This is my family’s new favorite gadget!  With the world we live in today it is so easy to take temperatures quickly.  I have replaced all my other thermometers with this one because it is so easy to use.  Literally point and click.,B075QQ8VZW,True
4789937,2023-05-04 03:50:45,1.0,Absolute rubbish,"Our 4 yo is at risk for fibrils seizures and I bought this based on reviews. It’s 11:40 pm, she has fever and within a span of 10 seconds it’s given me three wildly different readings. I’m going to have to return it. Wouldn’t recommend this product",B075QQ8VZW,True
4789983,2021-01-21 13:28:09,5.0,Good product,Good product,B075QQ8VZW,True
4790607,2020-12-12 01:08:10,5.0,Accurate,Pretty self explanatory product. Very easy to use - one touch button gives you a pretty accurate temperature reading. Compared the reading to a regular thermometer and it was within less than 1 degree.... pretty good!,B075QQ8VZW,True
4790657,2020-08-03 17:39:20,4.0,Not quite same numbers as other digital thermometers,"We have 2 digital forehead thermometers from different brands.  They are about 1/2 degree F different from each other.  We've validated the older one gives us a better reading, but 1/2 degree is good enough for COVID self detection for school.",B075QQ8VZW,True
4791612,2021-03-24 23:29:59,1.0,This is junk,"We bought this to track temp during a time period when we were exposed to covid. We trusted this thing, come to find out we tested positive for covid so we tried our cheap cvs under the tongue thermometer and sure enough we had a fever the whole time, this was just wrong.",B075QQ8VZW,True
4792916,2021-03-28 18:59:47,5.0,Great product,I wanted a thermometer that was easy to use and gave me accurate results.  This did both at a great price.,B075QQ8VZW,True
4793300,2023-05-20 02:52:40,5.0,Thermometer,This is great,B075QQ8VZW,True
4793375,2020-12-08 19:08:21,5.0,Easy to use!,Very easy to use and read...might need to take temperature 2-3 times to ensure accurate read,B075QQ8VZW,True
4793380,2020-07-30 23:47:58,5.0,Ease,Easy to use,B075QQ8VZW,True
4793390,2020-08-19 17:55:05,5.0,Fast reading.,Works great and is instant.,B075QQ8VZW,True
4793985,2020-12-26 02:45:10,5.0,Health,Check body temp,B075QQ8VZW,True
4794220,2020-12-16 18:43:25,5.0,Easy To Use,"Every thing is as advertised. Easy to use, affordable, and accurate.",B075QQ8VZW,True
4794539,2021-02-08 20:37:31,4.0,temperature,"hoping not to need as much as I may, but love it.",B075QQ8VZW,True
4796739,2020-11-28 19:18:18,1.0,Failed after 3 uses,"A poor quality product that failed after 3 uses.  Ridiculous.  Amazon would not arrange for pick of returns as they did in the past.  Now, I have go to UPS or Kohl's to return.  Poor quality products and difficulty to return makes Amazon less attractive.  I hope someone at Amazon is taking notes.",B075QQ8VZW,True
4796868,2020-07-16 18:58:42,5.0,"Yes, it's accurate and that's what counts",Checked it with a model wielded by a nurse and also with our glass under tongue thermometer. And it was dead on.,B075QQ8VZW,True
4797665,2020-08-27 01:33:52,5.0,Accurate and quick,It works really well and gives results quickly.,B075QQ8VZW,True
4798182,2020-09-03 19:25:29,1.0,Everyone has the same temp!,"I had high hopes....they were shattered! Please do not waste your money. Every time we try it, it reads one of two temperatures-97.8 or 98.0...every single time.",B075QQ8VZW,True
4798193,2020-07-31 15:00:09,1.0,Consistently wrong temperature readings,Consistently low temperature readings as compared with 2 other thermometers.,B075QQ8VZW,True
4798279,2021-01-18 16:03:51,1.0,Don’t buy it save your money.,Not accurate more China junk!,B075QQ8VZW,True
4798883,2020-07-14 22:05:12,5.0,It’s Simple to be safe,Quick & Easy to use now that family checks twice a day.  Perfect solution,B075QQ8VZW,True
4799040,2020-08-31 19:05:02,5.0,Highly recommend,"It's quick, accurate, lightweight and easy to use",B075QQ8VZW,True
4799196,2020-08-04 02:53:46,5.0,Works well,Works very well,B075QQ8VZW,True
4800211,2020-07-16 20:19:02,5.0,Works great!,Very Simple and easy to use. Consistent results. Great for kids as there is no contact needed and it operates quickly.,B075QQ8VZW,True
4800481,2020-08-18 18:46:31,5.0,Exactly what I need,"Reads in seconds, completely hands free . Great for temperature checks",B075QQ8VZW,True
4800786,2021-01-04 19:41:35,5.0,Easy to Use,It is a quick and easy temperature check.,B075QQ8VZW,True
4801621,2021-04-04 00:42:04,1.0,"Cheap, Doesn't Work",The tempature is not correct at all.  Every time you click it is a different temperature.  Not even close to accurate.,B075QQ8VZW,True
4801857,2021-02-22 20:33:21,5.0,Nice thermometer!,"Very easy to use, and appears to be accurate. Given the pandemic, i wanted a thermometer that I can use without having to touch the other person. Temperature shows up almost instantly with a little 'ding' to alert you that is ready.",B075QQ8VZW,True
4801995,2020-12-24 23:11:47,5.0,so easy to use...,there are no issues with contaminating anyone as it doesn't<br />actually touch the skin.  Easy to use even when the patient<br />is sleeping.,B075QQ8VZW,True
4801999,2020-12-31 18:35:46,5.0,Fast reading,The wand gives fast (instant) reading and is very sleek,B075QQ8VZW,True
4802589,2020-08-21 01:50:13,5.0,A necessary instrument,Easy to use and accurate A,B075QQ8VZW,True
4803246,2020-10-06 17:46:15,5.0,Ease of use,"I liked the product.  It is a thermometer, and I used it to take my temperature.",B075QQ8VZW,True
4803298,2020-07-17 23:47:48,1.0,Inconsistent readings,Inconsistent readings,B075QQ8VZW,True
4803368,2020-07-31 15:38:46,5.0,excelente,para controlar la temperatura en mi famila,B075QQ8VZW,True
4803809,2020-11-02 16:37:23,1.0,Quit working after 3 months,Quit working after 3 months,B075QQ8VZW,True
4804531,2020-07-18 17:01:38,5.0,Very fast and silent,It was exactly as described.,B075QQ8VZW,True
4806470,2020-06-21 02:49:20,5.0,A Must Have!!!,Much better than others we’ve seen. Highly recommended to everyone.,B075QQ8VZW,True
4807603,2020-08-09 16:28:27,1.0,Inaccurate readings,Every time I take someone’s temperature it’s something different.,B075QQ8VZW,True
